remitente v (relacionado  ID);Detalle
6a9e6c23-2f22-9e68-aaf0-55f99445a162;REMITE RESPUESTA  A LA CARTA DE  CMA, Y SOBRE LA  RAUNION   DE SOCIOS SOSTENIDA  EL 29 DEL PRESENTE.
cf245de2-7612-5325-bbdb-5564957e4ed2;SOLICITAN DIµLOGO Y REITERAN COMUNICARON QUE PROYECTO INTEGRAL DE CONSTRUCCI‡N DE CERCO PERIMêTRICO  DE LOCAL COMUNAL HUACHANCERCA Y, DE ASISTENCIA SOCIAL FUERON APROBADOS EN ASAMBLEA, PARA INICIO PERFILES DE PROYECTO Y EXPEDIENTE TêCNICO. COMO NO RECIBIERON RESPUESTA CONTRATARON CONSULTORA PROYECTISTA PARA QUE LOS AGILICE Y YA INICIO LEVANTAMIENTO DE PERFILES.  ESTE DOCUMENTO SE ENTREG‡ EN F÷SICO A MAX C‡RDOVA EL 24 AGOSTO PARA COORDINACI‡N IMPORTANTE DE ASAMBLEA Y PASARLO X E-MAIL.
d0b5f178-4cc5-e09c-48c5-5c74c4c729c9;SOLICITA  TRANSFERENCIA  DE PRESUPUESTO  DE  ACUERDO  A LOS TERMINOS  DE  REFERENCIA APROBADO POR  EL CG-CM.
154f18f5-bfc2-18b3-6b8c-57689ce8c949;SOLICITA REMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE DICIEMBRE  DEL PRESENTE A•O. DIANA ROCIO HUANQUI PINO.
;"TOMADO DEL REPORTE DIARIO 2015-10-21_UGS_ANTAPACCAY
Quejas por secado en la bocatoma del canal San Jose , seg£n se§alan que por la falta de agua se est†n secando los pastizales instalados de los productores usuarios de este canal."
7746433b-adb5-2045-3067-56d4ad551b11;SOLICITA  APOYO  CON PREMIOS PARA  LA XVII FERIA COMUNAL AGROPECUARIA AGROINDUSTRIAL ARTESANAL Y TRANSACCION COMERCIAL CCOLLANA. LLEVARSE A CABO EL 25 Y 26 DE MARZO DEL 2016. EN CAMPO FERIAL SANTA LUCIA GENARO. 
e17333a5-205c-7462-3812-573a6ec8d196;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL 2017. ROSA LUZ  UMASI TANCAYLLO.
;"TOMADO DEL REPORTE DIARIO- 2015-09-18_ORGANIZACIONES_BASE
Legal se§al¢ que Gerencia General inform¢ que en la provincia de Espinar est†n haciendo responsable a ANTAPACCAY por la falta de suministro elÇctrico que vienen sufriendo, por lo que dada la coyuntura social actual es necesario determinar un plan de acci¢n para evitar Nuestra contratista EISUR habr°a estado realizando Trabajos en Casa Fuerza de Tendido de cables y bandejas, siendo que por los fuertes vientos una de las tapas habr°a volado y golpeado un trasformador de ELECTRO SUR ESTE ? ELSE (Concesionario de Distribuci¢n) el cual hizo un corto circuito y ocasion¢ la falta de suministro"
299faba4-87c8-ada1-6f7f-566f7b251178;"SOLICITA  APOYO CON PREMIOS Y ESTIMULOS PARA  EL XI FESTIVAL  DE CHUKOS  Y SOLTERAS Y  VII  FESTIVAL DE QHASWAS  -  HUAYHUAHUASI 2017.
LLEVARSE  A CABO EL DIA  MARTES 21 DE  FEBRERO DEL PRESENTE A•O."
d76b43e9-5cef-6bc5-8c94-55c11d125fef;SOLICITA  APOYO CON  VIVERES, POR MOTIVOS QUE ES DE BAJOS RECURSOS  Y NO CUENTA CON TRABAJO.
7c62b6f0-a30a-f560-bf4d-561d67ac5c8b;SOLICITA  REEMBOLSO DE BECA DE ESTUDIOS, CORRESPONDIENTE  A MES DE MAYO DEL 2016. ELARD.  B. CUTI  CRUZ
ef5af48e-287f-df84-f72f-5c5b0895710a;HACE DE CONOCIMIENTO SOBRE LA CAPACITACION  EN TEMA DE SEGURIDAD  INDUSTRIAL.
b182a7fd-090a-a5cd-c755-573e0b95cb0e;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL 2018. BLADIMIR J. HUILLCA CHUCTAYA.
d9477563-1bbb-056b-5dd4-598a58992b6e;REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE OCTUBRE, NOVIEMBRE Y DICIEMBRE DEL 2017. GONZALO D.  AGUILAR  UMASI.
c9e310a8-ca80-b34f-fa80-57fc41c56fac;SOLICITA PAGO POR SERVICIOS  DE TRANSPORTE PERSONAL  Y CARGA  DEL SECTOR NUEVA ESPERANZA - ALTO HUARCA . CORRESPONDIENTE AL MES DE MARZO Y ABRIL DEL 2018..
eb33377f-3d23-7554-c51b-5564957a0e96;SOLICITA  APROBACION  DE PERFIL  DE  RIEGO  Y SANEAMIENTO  BASICO DEL PREDIO MINAS HUAYCCO.
e98cd138-75fc-49d2-4c03-5ad530e8f006;SOLICITA  VISITA  GUIADA  A LAS  INSTALACIONES DE  ANTAPACCAY.
61cba832-a63a-cafb-3c57-55fad19a02f1;"SOLICITA EL  TERCER DESEMBOLSO ""PROGRAMA DE DESARROLLO  EN COMUNIDADES DEL AREA DE INFLUENCIA DIRECTA DE ANTAPACCAY 2018-2019""."
9732ea2b-a5e0-f882-5b27-55c7dccc6a8c;" SOLICITA  APOYO CON  PREMIOS O  INCENTIVOS  PARA LAS  ACTIVIDADES SOCIALES, DEPORTIVOS Y CULTURALES, LLEVARSE  POR  MOTIVOS DE  ANIVERSARIO DEL DISTRITO.
DIA  CENTRAL EL 22 DE DICEMBRE DEL PRESENTE A•O."
8f51fd4b-17c7-e993-e347-560b2ef32aca;SOLICITA APOYO CON  MADERA DESUSO, CON 02  CAMIONADAS, REQUIERE PARA REALIZAR ESTABLOS PARA ANIMALES EN EL PREDIO COPACHULLO.
31dab8de-f0ae-f1b9-b65e-56031315a612;REMITE  LEVANTAMIENTO DE  OBSERVACIONES EN REFERENCIA AL ESTUDIO DE 8 PUESTOS DE  SALUD DE LA PROVINCIA DE ESPINAR: URINSAYA, HUAYHUAHUASI, PALLPATA, OCCORURO Y SUYCKUTAMBO. DE EQUIPAMIENTO MEDICO.
3a70817b-2775-4fed-efa9-58eeeba6fb7c;SOLICITA  VISITA PARA EL DIA 27 DE MARZO DEL PRESENTE  PARA DIALOGO  Y TOMAR MEDIDAS  PREVENTIVAS NECESARIAS FRENTE A CUALQUIER  IMPACTO, POR INICIO DE OPERACIONES DE TAJO NORTE.
6234e678-da02-c349-066f-5c0f39df3f6e;SOLICITA   UNA REUNION CON LA  FAMILIA  CCAPA, PARA TRATAR  TEMAS PENDIENTES.
2c7bc092-3d17-00af-f039-55908ef26531;SOLICITA  CAPACITACION PARA LOS JOVENES  DE COMITE DE USUARIOS, EN NUMERO  DE 20 JOVENES  EN LA INSTITUCION TECSUP - AREQUIPA.
b29bed1e-a868-2e3b-d5b1-58d06380dfb2;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  MAYO  DEL 2019.  ABRAHAN  CHILO ALVAREZ.
662e9165-e41d-e018-c30b-5ab9ca357615;SOLICITA  APOYO CON DONACION DE MATERIALES DE  CONSTRUCCION.
8a40e584-4b90-f7b7-d5d5-5c3d4df7604c;SOLICITA  REUNION  DE SUMA  URGENCIA, PARA TRATAR  AGENDAS PENDIENTES.  SUGIERE COMO FECHA EL 21 DE ENERO DEL PRESENTE.
4c6c51d8-1e22-a303-f409-5564959a4fc9;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE OCTUBRE  DEL 2018. MIRIAN C.  CALLO  YAURI.
e714e611-e1ce-50c0-066e-55909562d779;VICOM SEC CCOCCARETA CC ALTO HUANCANE OCTUBRE 2015
8f8615fb-8f9e-c688-6624-5d6aaafbae50;INVITA A LA  ENTREGA   DE  OBRA  SALON MULTIUSO APV  UNION  KANA - ESPINAR.
9902f55c-3aaa-b474-d769-55a462032649;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE NOVIEMBRE Y DICIEMBRE DEL 2018.   ROSITA HUISA CHACCA.
c1b7452f-3d06-f9ed-cd39-576c77779753;INVITA A  PARTICIPAR EN LOS FESTEJOS  POR EL ANIVERSARIO  DEL  MUNICIPIO CENTRO POBLADO TINTAYA  MARQUIRI.   DIA  CENTRAL 19 DE DICIEMBRE DEL 2019.
db058854-6ae9-1df4-2682-55f0a86d58a7;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  MARZO - JUNIO DEL 2018. EDISON UMASI THEA.
618a40d9-df6b-1167-9008-55f9ef1fdf8f;SOLICITA  PRESUPUESTO PARA EL PAGO A LA  TIERRA.
afb58798-0b0a-b192-a2af-5a13a1dbbccc;SOLICITA  PRODUCTOS  DE PRIMERA  NECESIDAD,  PARA EL DIA DE LA MADRE.
a28564c0-80a6-9a67-e05f-590902a5fb49;"SOLICITA   VISITA DE ESTUDIOS PARA ESTUDIANTES  DE  I.E.S.T ""ENRIQUE  PABLO  MEJIA TUPAYACHI""-MARANGANI."
3d3fa6f8-f31b-48b1-44b4-591cc2e343be;SOLICITA   DE  MANERA OFICIAL  ABSTENERSE  DE CUALQUIER  INTENCION   DE INTROMISION HACIA SUS PROPIEDADES  DE  LA COMUNIDAD DE  FORMA  DIRECTA  O MEDIANTE TERCEROS.
58954f0b-832a-22de-b080-5564953a5b90;INFORMA EN REFERENCIA A LOS PROYECTOS EJECUTADOS  CON FONDOS  DEL 1¯ AL 7¯ APORTE, AL RESPECTO SE  TIENE  QUE LA  MUNICIPALIDAD  DISTRITAL DE OCORURO  NO CUENTA  CON LOS  EXPEDIENTES  TECNICOS  Y DEMAS DOCUMENTOS QUE ACREDITEN LA EJECUCION DE DIFERENTES PROYECTOS. EJECUTADOS  EN GESTIONES ANTERIORES.
1d045aef-dda2-55e3-824e-5972496b7c02;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL 2017.  ABEL LUPO  CCAPA.
9c79d92f-059d-f957-c356-55649565fc9f;SE  SOLICITA INSTALACION DE ROMPE  MUELLES  Y SE•ALIZACION EN EL TRAYECTO DE LA  AVENIDA QUILLABAMBA DEL DISTRITO DE CONDOROMA.
44da0958-703b-4b97-fe32-5b7e44bb293a;"INFORMA  SOBRE LIBRE DISPONIBILIDAD  DE TERRENO PARA EL PROCEDIMIENTO DEL PROYECTO ""MEJORAMIENTO  Y AMPLIACION  DEL SERVICIO  DE AGUA POTABLE  Y ALCANTARILLADO  EN EL CENTRO POBLADO  DE  TINTAYA  MARQUIRI."
58954f0b-832a-22de-b080-5564953a5b90; SOLICITA APOYO ECONOMICO PARA EL EQUIPO  DEL  CLUB DEPORTIVO  LOS NEVADOS  DE MARQUIRI ALTO OCORURO. DICHO EQUIPO PARTICIPA EN ETAPA DEPARTAMENTAL  EN REPRESENTACION DE PROVINCIA DE ESPINAR.
aee1ea11-1783-8452-56c3-58cc27b12636;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE AGOSTO Y SEPTIEMBRE  DEL 2018.  IRVING CHANCAYAURI ALVAREZ.
32884459-ecf2-c648-bc7b-5580948a105f;SOLICITA  APOYO ECONOMICO PARA LA PREMIACION  DE DIFERENTES ACTIVIDADES  POR EL ANIVERSARIO DE LA I.E. 
76844d97-f95f-3b62-e017-58c8741c43c8;SOLICITA APOYO ECONOMICO POR  ESTAR MAL DE SALUD,  INDICA QUE NO CUENTA CON DINERO PARA  SU ATENCION.
35a36491-981c-1154-3a5b-5b932f7785b1;SOLICITA  APOYO CON  MATERIALES  DE CONSTRUCCION  Y VIVERES.
9fef5ea4-de60-d669-5254-55a46cef91c6;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS, CORRESPONDIENTE A MES DE JULIO DEL 2016.YANET  S. TANCAYLLO CCORAHUA.
a6f218fb-e111-c94f-3936-5d52363cade1;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  FEBRERO  Y MARZO DEL 2019. LUIS MIGUEL CHOQUEHUANCA SAICO 
8481776a-5ab7-85ad-ea94-556495207601;SOLICITA APOYO CON V÷VERES: ARROZ, GELATINA, LECHE, CHAQQUEPA, MOR‡N, ACEITE, AZÈCAR, KUAQUER, CHOCOLATE, HARINA Y OTROS PARA ALIMENTACI‡N DE 48 PADRONADOS DE 3RA. EDAD
851b700e-9e87-f286-8ad3-5b3d9da55516;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE OCTUBRE DEL 2018. JOSE ALBERTO CHULLO CHOQUEPUMA.
ef818c28-a39d-a01c-44ee-55f9f17af3a1;SOLICITA LE•A PARA COCINAR ALIMENTOS A CARGO DE ECOSEH
9fb2c17d-e75d-e198-456a-588921274352;SOLICITA  APOYO PARA  EL ANIVERSARIO  DE LOS  ANCIANOS  DE  TERCERA  EDAD, SEGUN CONVENIO.  LLEVARSE EL DIA 20  DE AGOSTO DEL PRESENTE  A•O.
41d6f794-1bb9-e583-9dcf-5d267691e10e;SOLICITA  FACILITAR EL INGRESO DEL PERSONAL DE GERENCIA DE DESARROLLO  ECONOMICO  DE LA MPE  AL  BOSQUE  DE QOLLIS, QUEWI•AS, PUYAS DE REIMONDI  Y RESTOS ARQUEOLOGICOS. 
450ff309-6bf0-ce21-2e28-57689be93b19;SOLICITA   APOYO CON PREMIOS  PARA  ANIVERSARIO Y  CANASTAS POR DIA DE LA MADRE.
af891946-05c9-731d-19e4-558f4e3707ff;Bloqueo de la entrada de agua hacia la casa bomba por el Sr. Claudio Cuti, como represalia a la no continuidad de su contrato de trabajo para la empresa
ac6a7d0d-20b0-48e1-1f56-5580a8e50033;SOLICITA  DONACION DE  01  CAMION DE MADERA  EN DESUSO, PARA UTILIZAR COMO LE•A EN COCINA.
7c62b6f0-a30a-f560-bf4d-561d67ac5c8b;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS, CORRESPONDIENTE AL MES DE JULIO DEL 2016. ELARD BROWLYW CUTI CRUZ.
450ff309-6bf0-ce21-2e28-57689be93b19;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL 2017.  DINA   AMELIA  BERNA  MERMA.
da2aaf1b-efe7-111a-64b0-56a191540bce;SOLICITA  DIALOGO PARA EL 04  DE ABRIL DEL PRESENTE A•O CON LA EMPRESA, PARA DIALOGAR SOBRE FILTRACION DE PRESA CCAMACMAYO, INDICA QUE FILTRA CTUALMENTE FILTRA POR SU VIVIENDA.
3e88596f-e75c-19ed-883b-596d62428403;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO  Y AGOSTO  DEL 2017. RONAL  CHUCTAYA  RAMIREZ .
db058854-6ae9-1df4-2682-55f0a86d58a7;BECA EDISON IRWIN UMASI THEA AGOSTO 2015
5f753905-0a46-3e0e-6e3e-586ad80ea60b;"REITERA  SOLICITUD DE  REUNION  DE SUMA  URGENCIA  PARA TRATAR  AGENDAS PENDIENTES  CON LA ORGANIZACION  DE FEREDERMICE:
- AVANCE SOBRE REPOSICION DE AGUA 
- SOBRE PRECIO  DE LECHE."
d62b401b-a490-9a49-6bd9-57634216e440;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO  DEL 2019. MIJAEL CHULLO HUAMANI
;APOYO CON PREMIOS PARA LOS CAMPEONATOS DE FUTBOL Y VOLEY DAMAS Y VARONES COMUNAL E INTERCOMUNAL ORGANIZADO POR LA COMUNIDAD CAMPESINA DE SAN MARTIN POR SU ANIVERSARIO
fe6508ba-bda8-ba6b-eadf-55808535d695;"INVITA  A LA ""EXPOSICION  DEL PERFIL DEL INSTITUTO SUPERIOR TECNOLOGICO PUBLICO ESPINAR"" CON EL OBJETIVO DE OBTENER EL FINANCIAMIENTO DEL PROYECTO MEDIANTE  LA MODALIDAD DE OBRA POR IMPUESTO.
LA EXPOSICION SE REALIZARA EL DIA  MIERCOLES  16 DE MAYO DEL PRESENTE A•O, A HORAS 16:00 PM. "
61cba832-a63a-cafb-3c57-55fad19a02f1;"SOLICITA LA TRANSFERENCIA DE RECURSOS FINANCIEROS  PARA LA  EJECUCION  DEL PROYECTO ""FORTALECIMIENTO DE MACANIZACION AGRICOLA PARA EL  DESARROLLO AGROPECUARIO EN LA COMUNIDAD DE  TOTORA  ALTA""  FINANCIADO  CON EL VI APORTE  DEL CONVENIO MARCO. MONTO SOLICITADO S/. 60,000.00 NS . ADJUNTA PERFIL  Y ACTAS DE CAMBIO DE ENTIDAD  EJECUTORA."
e5d1a8c0-7bb0-9f2a-acd8-556495353a91;RENDICION BECA - SONIA ROSMERY THAQUIMA MERMA, ADMINISTRACION DE EMPRESA, UTP - ABRIL 2015, S/. 1300
2859d40f-dd03-9fdc-f8b1-565f17b9ebb2;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE MARZO Y ABRIL DEL 2018. ANABEL CHA•I CCORIMANYA.
24c3216d-9f33-d303-02dd-55a56a910e56;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  JUNIO DEL 2019. ABEL RAMIREZ  HUANCA
bc0aff8d-1154-4f50-789c-5ae9451d1b73;SOLICITA REMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE AGOSTO DEL 2019. ALEJANDRINA  Y.  CCUPA CORDOVA.
9fef5ea4-de60-d669-5254-55a46cef91c6;BECA YANET TANCAYLLO CCORAHUA MAYO 2015
e0f6510a-b264-7b33-ab23-5564956512e8;BECA NALIO RICHARD CUTI TAQUIMA JUNIO Y JULIO 2015
4a5ac926-cf41-061a-ed06-5ad8e5639b12;SOLICITA  CUMPLIMIENTO DE COMPROMISO,  CON  CANASTAS PARA LOS ADULTOS  MAYORES DE LA  COMUNIDAD.
70d90934-d76e-d500-6297-5769d6f2b88a;SOLICITA AUTORIZACION DE  PASE  VEHICULAR DE USO PRIVADO  AL CAMPAMENTO  N¯3  AL  EXTERIOR DE  TERMINAL TERRESTRE (CAMIONETA PICKUP- PLACA - V7X-816),  DEBIDO  A QUE SU MADRE ES DE LA  COMUNIDAD HUISA CCOLLANA , DE TERCERA  EDAD QUE ESTA  ASU CUIDADO.
61cba832-a63a-cafb-3c57-55fad19a02f1;REMITE ADJUNTO AL PRESENTE. EL RESUMEN EJECUTIVO DE LA  EJECUCION DE LOS PROYECTOS SOCIALES CORRESPONDIENTES AL MES DE  ABRIL DEL 2016, DEL 8VO  Y  9NO  APORTE  DE  CONVENIO MARCO, QUE FUERON ENCARGADOS  A  FUNDACION  TINTAYA.
b4700af4-4e57-ad98-9c8b-55a6e92410e6;SOLICITA A AURELIO MAYTA, SER CONSIDERADO EN EL PROGRAMA DE EGRESADOS DE INGENIERIA MINAS, SE ENTREGA FILE ADJUNTO, A LUCIO GONZALES
dd41a4a8-21a5-786d-0ddf-5723a9677d89;SOLICITA PAGO DE  DEUDAS  PENDIENTES DEL  A•O  2014,   DE PROYECTO COROCCOHUAYCO.
7b0102fb-2876-ae7f-a1af-57689d7ff640;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JUNIO Y JULIO DEL 2019. ROSMERY J. HUANQUI  IHUE
7fd2bdf8-6359-f0d5-5135-556495e06908;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO Y AGOSTO  DEL 2018. RUBER CHUCTAYA TAIPE.
1de2648c-2f4d-c6ba-7aee-5876aac821c5;"SOLICITA REUNION  CON NUEVO GERENTE  Y PRESIDENTE DE DIRECTORIO ACTUALES  ADMINISTRADORES DE LA  EMPRESA MAQUINARIAS  Y SERVICIOS  ALTO HUARCA S.A.  
INDICA QUE LA  REUNION  FUE ACORDADO PARA  EL DIA MIERCOLES 25 DE ENERO DEL  2017. POR LO CUAL  PETICIONA  CONFIRMAR  LUGAR Y  HORA.
"
6c679afd-f13e-4cf5-461b-5a1387a5fec3;SOLICITA  APOYO  EN PREMIOS PARA EL CAMPEONATO DE BARRIOS  DE LA ASOCIACION - AUPE.
78a9f706-38b0-dd1b-19e9-558dd3bfec5a;SOLICITA  APOYO  CON PREMIOS PARA EL  CAMPEONATO DEPORTIVO DAMAS Y VARONES,  VERANO 2017. LLEVARSE ACABO LA CLAUSURA EL 20 DE  ABRIL DEL PRESENTE A•O.
cdc671df-68d1-e77c-eda0-5c75ff8500ab;SOLICITA  APOYO PARA EL DIA DE LA  MADRE.
9902f55c-3aaa-b474-d769-55a462032649; SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE DEL PRESENTE A•O. ROSITA HUISA CHACCA.
866f435a-9f89-59ee-75e1-55fb4dd1474c;SOLICITA APOYO ECONOMICO POR EL DIA DEL  PADRE DE LA COMUNIDAD CAMPESINA DE MOLLOCCAHUA.
aadbc7de-20db-0322-bdbe-596d71d6b5c3;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JUNIO DEL 2017.  IVAN  MAGA•O CCAPA.
4c9b1da3-f620-e62a-c3b8-55a469c12e38;NOMBRAMIENTO DE PADRINO ANIVERSARIO COMUNIDAD DE CHILLQUE
4c6c51d8-1e22-a303-f409-5564959a4fc9;SOLICITA  REEMBOLSO DE  BECA DE ESTUDIOS - MAYO DEL 2016.  JORGE  LUIS CALLO YAURI.
5a40bd57-d128-16d9-4cbf-560311d50845;SOLICITA  APOYO ECONOMICO  PARA ORGANIZACION  Y PREMIACION DE  JUEGOS TRADICIONALES   Y ALMUERZO.
8a40e584-4b90-f7b7-d5d5-5c3d4df7604c;SOLICITA  UNA EXPLICACION RESPECTO AL DOCUMENTO DEL MEIA  DE FECHA  11.03.2019. EN REUNION AMPLIADA EL DIA 19 DEL PRESENTE MES.  INDICA QUE CASO CONTRARIO EL DIA 21 ESTARAN TOMANDO OTRAS MEDIDAS.
81d8d006-d860-c698-977f-5b3c46195b96;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO DEL 2018. CALOS R.  JACINTO  UMASI.
3adde75b-0806-6112-ec57-560b2df60970;SOLICITA TRACTOR   PARA ROTURACION  DE TERRENO, SEMILLA  DE AVENA,  SEMILLA DE PASTOS CULTIVADOS Y EL TEMA DE PLACME S.A. PRESENCIA  DE  SUPERINTENDENCIA  DE ADMINISTRACION.
7b0102fb-2876-ae7f-a1af-57689d7ff640;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS, CORRESPONDIENTE AL MES DE JULIO DEL 2016.  ROSMERY  JARUMI  HUANQUI IHUE.
2d3e1f0a-63fd-8c8a-8776-55ef8ebb6aa2;"SOLICITA MATERIALES DE  SEGUNDO ""CHATARRA""."
61cba832-a63a-cafb-3c57-55fad19a02f1;REMITE  INFORME  DETALLADO  DEL EXPEDIENTE TECNICO  DE LA PLANTA DE FIBRA  Y LANA, A CARGO DE  FUNDACION TINTAYA.
1195c305-bcce-0540-8807-55a6b637f045;ENTREGA 11 EXPEDIENTES TECNICOS ENCARGADOS A FUNDACI‡N TINTAYA, INFORMA SE CULMINARON LOS ESTUDIOS PARA SU ELABORACI‡N.  SE ENTREGA LOS EXPEDIENTES A JUAN CARLOS EGUILUZ
5cdd6588-b203-9d46-ed41-58d4419eac9c;SOLICITA  APOYO CON PREMIOS  PARA  LA V  FERIA  COMUNAL  AGROPECUARIA  ARTESANAL DE EXPOSICION  Y COMERCIAL HANCCAMAYO - 2017.  LLEVARSE  A  CABO LOS DIAS  20  Y 21  DE ABRIL DEL PRESENTE A•O.
9870941a-beb4-f3d4-25a6-577d9f0b90b2;SOLICITA  APOYO CON EQUIPAMIENTO  DE LA CANCHA  SINTETICA.
fe6508ba-bda8-ba6b-eadf-55808535d695;SOLICITA LOS CAUDALES HISTORICOS DIARIOS DE LA ESTACION TINTAYA 1964-2014
15d16c7e-8b2e-2071-9e9b-55f99e288664;SOLICITA REMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE AGOSTO  A  DICIEMBRE DEL PRESENTE A•O.  AYRTON  CRUZ  SUPHO.
764e2abb-6fb6-366e-cd09-5c760392c202;SOLICITA  APOYO  CON MATERIALES Y ENTABLADO  DE  SU LOCAL.
61cba832-a63a-cafb-3c57-55fad19a02f1;REMITE  RESUMEN EJECUTIVO DE EJECUCION DE  LOS PROYECTOS SOCIALES, CORRESPONDIENTE AL MES DE ENERO DEL  2017. DEL 8VO Y 9N0  APORTE DEL CONVENIO MARCO.
4ce20858-4cfd-710d-a466-5c9e9964e374;SOLICITA  UNA  VISITA  TECNICA  A LAS  AREAS  OPERATIVAS DE ANTAPACCAY.
9c625e46-ef90-4198-f31d-5b3c51a2ae79;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE MAYO DEL 2019. MARISOL KANA CARLOS.
d5fff46b-5888-aeb6-bd1f-57638440770f;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE AGOSTO  DEL 2017.  GIOVANA TAIPE ESPINOZA.
fcea068b-42ff-e350-5c6b-59408348de37;SOLICITA  APOYO PARA TODOS LOS  ANCIANOS DE LA COMUNIDAD CON 80 SACOS  DE ARROZ.
51ff77a8-fede-92bd-4c53-5681e8fc82d9;GERENTE DE LA EMPRESA M&SER S.A. PETICIONA QUE SE CUMPLA CON EL PAGO DE REMUNERACIONES DE  GERENTE GENERAL DE LA EMPRESA  MAQUINARIAS Y SERVICIOS ALTO HUARCA S.A. DE ACUERDO A CONVENIOS  ACORDADOS SE VENIA DEPOSITANDO NORMALMENTE. REQUIERE QUE DENTRO DE LOS 10 DIAS  DE LA NOTIFICACION CON LA PRESENTE SE SIRVA CUMPLIR CON LOS COMPROMISOS ASUMIDOS.
6a9e6c23-2f22-9e68-aaf0-55f99445a162;SOLICITA UNA  REUNION CON LA  JUNTA DIRECTIVA DEL SECTOR NUEVA  ESPERANZA PARA TRATAR SOBRE LOS ACUERDOS Y COMPROMISOS.
483e11e8-7ab6-b729-fee7-5be254fb5aa1;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE MAYO, JUNIO, JULIO  Y AGOSTO DEL 2018. RUT NOEMI DUE•AS.
f1074b00-3342-99a2-cf76-595c7027c6de;SOLICITA   QUE LA EMPRESA  CMA, TOME LAS ACCIONES CORRESPONDIENTES Y SE RESPONSABILICE DE LOS DA•OS Y PERJUICIOS  QUE PUDIERA  CAUSAR CON LOS TRABAJOS PARA EL PROYECTO  COROCCOHUAYCO.
9fa86be3-128e-1f02-764b-58a23678d259;SOLICITA  APOYO ECONOMICO  PARA REPRESENTAR EN EL CENTENARIO  DE LA PROVINCIA  DE ESPINAR.
2be26005-14d0-0989-c0c3-59829ded519e;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO  DEL 2019. VICTOR  UMASI  HUILLCA 
fe6508ba-bda8-ba6b-eadf-55808535d695;"SOLICITA ASIGNACION DE PRESUPUESTO (SALDOS  DE PROYECTOS DE 1RO AL 7MO APORTE CONVENIO MARCO)  PARA EJECUCION DE  PROYECTO DENOMINADO ""CONSTRUCCION DE MERCADO MINORISTA  SAN  MATRIN - SECTOR SAN MARTIN  DE PROVINCIA DE ESPINAR.        QUE SERA  EJECUTADO POR  FUNDACION TINTAYA."
d496e0b3-c12a-9498-d9c1-558cb96980b7;SOLICITA   APOYO CON  400  CANASTAS    NAVIDE•AS  PARA  TODOS  LOS COMUNEROS   PADRONADOS DE LA  COMUNIDAD.
843354f0-ff1f-9fc2-265b-559dd5b2bb43;SOLICITA APOYO CON  MADERA  EN DESUSO.
